"Notes"	"County"	"County Code"	"Race"	"Race Code"	Deaths	Births	Death Rate
	"Bucks County, PA"	"42017"	"White"	"2106-3"	229	53515	4.28
	"Chester County, PA"	"42029"	"Asian or Pacific Islander"	"A-PI"	11	4130	2.66 (Unreliable)
	"Chester County, PA"	"42029"	"Black or African American"	"2054-5"	44	4686	9.39
	"Chester County, PA"	"42029"	"White"	"2106-3"	229	47621	4.81
	"Dauphin County, PA"	"42043"	"Asian or Pacific Islander"	"A-PI"	11	2003	5.49 (Unreliable)
	"Dauphin County, PA"	"42043"	"Black or African American"	"2054-5"	122	9733	12.53
	"Dauphin County, PA"	"42043"	"White"	"2106-3"	122	22807	5.35
	"Delaware County, PA"	"42045"	"Asian or Pacific Islander"	"A-PI"	35	4670	7.49
	"Delaware County, PA"	"42045"	"Black or African American"	"2054-5"	287	20197	14.21
	"Delaware County, PA"	"42045"	"White"	"2106-3"	222	42655	5.20
	"Erie County, PA"	"42049"	"Black or African American"	"2054-5"	67	4690	14.29
	"Erie County, PA"	"42049"	"White"	"2106-3"	172	26655	6.45
	"Lancaster County, PA"	"42071"	"Asian or Pacific Islander"	"A-PI"	10	2083	4.80 (Unreliable)
	"Lancaster County, PA"	"42071"	"Black or African American"	"2054-5"	53	5376	9.86
	"Lancaster County, PA"	"42071"	"White"	"2106-3"	421	63682	6.61
	"Lehigh County, PA"	"42077"	"Asian or Pacific Islander"	"A-PI"	18	2235	8.05 (Unreliable)
	"Lehigh County, PA"	"42077"	"Black or African American"	"2054-5"	66	6395	10.32
	"Lehigh County, PA"	"42077"	"White"	"2106-3"	210	33316	6.30
	"Luzerne County, PA"	"42079"	"Black or African American"	"2054-5"	38	2832	13.42
	"Luzerne County, PA"	"42079"	"White"	"2106-3"	169	28230	5.99
	"Montgomery County, PA"	"42091"	"Asian or Pacific Islander"	"A-PI"	30	9262	3.24
	"Montgomery County, PA"	"42091"	"Black or African American"	"2054-5"	116	10268	11.30
	"Montgomery County, PA"	"42091"	"White"	"2106-3"	275	70787	3.88
	"Northampton County, PA"	"42095"	"Black or African American"	"2054-5"	36	3017	11.93
	"Northampton County, PA"	"42095"	"White"	"2106-3"	137	25505	5.37
	"Philadelphia County, PA"	"42101"	"Asian or Pacific Islander"	"A-PI"	83	18217	4.56
	"Philadelphia County, PA"	"42101"	"Black or African American"	"2054-5"	1508	122812	12.28
	"Philadelphia County, PA"	"42101"	"White"	"2106-3"	587	87005	6.75
	"Westmoreland County, PA"	"42129"	"Black or African American"	"2054-5"	12	1280	9.38 (Unreliable)
	"Westmoreland County, PA"	"42129"	"White"	"2106-3"	173	30249	5.72
	"York County, PA"	"42133"	"Black or African American"	"2054-5"	59	5336	11.06
	"York County, PA"	"42133"	"White"	"2106-3"	222	43755	5.07
	"Unidentified Counties, PA"	"42999"	"Asian or Pacific Islander"	"A-PI"	29	7248	4.00
	"Unidentified Counties, PA"	"42999"	"Black or African American"	"2054-5"	231	17739	13.02
	"Unidentified Counties, PA"	"42999"	"White"	"2106-3"	2376	401812	5.91
	"Providence County, RI"	"44007"	"American Indian or Alaska Native"	"1002-5"	15	1145	13.10 (Unreliable)
	"Providence County, RI"	"44007"	"Asian or Pacific Islander"	"A-PI"	36	4835	7.45
	"Providence County, RI"	"44007"	"Black or African American"	"2054-5"	123	12515	9.83
	"Providence County, RI"	"44007"	"White"	"2106-3"	345	57207	6.03
	"Unidentified Counties, RI"	"44999"	"Black or African American"	"2054-5"	16	1158	13.82 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"White"	"2106-3"	150	33908	4.42
	"Charleston County, SC"	"45019"	"Black or African American"	"2054-5"	176	17080	10.30
	"Charleston County, SC"	"45019"	"White"	"2106-3"	119	31018	3.84
	"Greenville County, SC"	"45045"	"Black or African American"	"2054-5"	163	14489	11.25
	"Greenville County, SC"	"45045"	"White"	"2106-3"	214	47937	4.46
	"Horry County, SC"	"45051"	"Black or African American"	"2054-5"	15	1833	8.18 (Unreliable)
	"Horry County, SC"	"45051"	"White"	"2106-3"	53	7263	7.30
	"Lexington County, SC"	"45063"	"Black or African American"	"2054-5"	15	1778	8.44 (Unreliable)
	"Lexington County, SC"	"45063"	"White"	"2106-3"	49	7594	6.45
	"Richland County, SC"	"45079"	"Black or African American"	"2054-5"	274	27033	10.14
	"Richland County, SC"	"45079"	"White"	"2106-3"	84	20432	4.11
	"Spartanburg County, SC"	"45083"	"Black or African American"	"2054-5"	77	9021	8.54
	"Spartanburg County, SC"	"45083"	"White"	"2106-3"	133	26567	5.01
	"Unidentified Counties, SC"	"45999"	"American Indian or Alaska Native"	"1002-5"	11	1660	6.63 (Unreliable)
	"Unidentified Counties, SC"	"45999"	"Asian or Pacific Islander"	"A-PI"	32	6219	5.15
	"Unidentified Counties, SC"	"45999"	"Black or African American"	"2054-5"	1486	123543	12.03
	"Unidentified Counties, SC"	"45999"	"White"	"2106-3"	1380	238882	5.78
	"Unidentified Counties, SD"	"46999"	"American Indian or Alaska Native"	"1002-5"	248	20714	11.97
	"Unidentified Counties, SD"	"46999"	"Asian or Pacific Islander"	"A-PI"	17	2228	7.63 (Unreliable)
	"Unidentified Counties, SD"	"46999"	"Black or African American"	"2054-5"	31	3029	10.23
	"Unidentified Counties, SD"	"46999"	"White"	"2106-3"	517	95199	5.43
	"Davidson County, TN"	"47037"	"Asian or Pacific Islander"	"A-PI"	29	4713	6.15
	"Davidson County, TN"	"47037"	"Black or African American"	"2054-5"	344	31308	10.99
	"Davidson County, TN"	"47037"	"White"	"2106-3"	337	62721	5.37
	"Hamilton County, TN"	"47065"	"Asian or Pacific Islander"	"A-PI"	10	1189	8.41 (Unreliable)
	"Hamilton County, TN"	"47065"	"Black or African American"	"2054-5"	136	10607	12.82
	"Hamilton County, TN"	"47065"	"White"	"2106-3"	192	30253	6.35
	"Knox County, TN"	"47093"	"Black or African American"	"2054-5"	68	5984	11.36
	"Knox County, TN"	"47093"	"White"	"2106-3"	233	45021	5.18
	"Rutherford County, TN"	"47149"	"Black or African American"	"2054-5"	19	2005	9.48 (Unreliable)
	"Rutherford County, TN"	"47149"	"White"	"2106-3"	57	9478	6.01
	"Shelby County, TN"	"47157"	"Asian or Pacific Islander"	"A-PI"	27	4844	5.57
	"Shelby County, TN"	"47157"	"Black or African American"	"2054-5"	1205	86987	13.85
	"Shelby County, TN"	"47157"	"White"	"2106-3"	247	48653	5.08
	"Unidentified Counties, TN"	"47999"	"Asian or Pacific Islander"	"A-PI"	38	7887	4.82
	"Unidentified Counties, TN"	"47999"	"Black or African American"	"2054-5"	460	42631	10.79
	"Unidentified Counties, TN"	"47999"	"White"	"2106-3"	2713	418951	6.48
	"Bell County, TX"	"48027"	"Black or African American"	"2054-5"	45	5019	8.97
	"Bell County, TX"	"48027"	"White"	"2106-3"	76	12721	5.97
	"Bexar County, TX"	"48029"	"Asian or Pacific Islander"	"A-PI"	32	9432	3.39
	"Bexar County, TX"	"48029"	"Black or African American"	"2054-5"	211	22861	9.23
	"Bexar County, TX"	"48029"	"White"	"2106-3"	1396	237893	5.87
	"Brazoria County, TX"	"48039"	"Black or African American"	"2054-5"	14	1893	7.40 (Unreliable)
	"Brazoria County, TX"	"48039"	"White"	"2106-3"	45	11486	3.92
	"Cameron County, TX"	"48061"	"White"	"2106-3"	415	75092	5.53
	"Collin County, TX"	"48085"	"Asian or Pacific Islander"	"A-PI"	62	16737	3.70
	"Collin County, TX"	"48085"	"Black or African American"	"2054-5"	76	10297	7.38
	"Collin County, TX"	"48085"	"White"	"2106-3"	337	80134	4.21
	"Dallas County, TX"	"48113"	"Asian or Pacific Islander"	"A-PI"	98	26124	3.75
	"Dallas County, TX"	"48113"	"Black or African American"	"2054-5"	1055	89290	11.82
	"Dallas County, TX"	"48113"	"White"	"2106-3"	1636	289706	5.65
	"Denton County, TX"	"48121"	"Asian or Pacific Islander"	"A-PI"	24	8445	2.84
	"Denton County, TX"	"48121"	"Black or African American"	"2054-5"	73	8775	8.32
	"Denton County, TX"	"48121"	"White"	"2106-3"	338	77670	4.35
	"El Paso County, TX"	"48141"	"Asian or Pacific Islander"	"A-PI"	10	2090	4.78 (Unreliable)
	"El Paso County, TX"	"48141"	"Black or African American"	"2054-5"	49	4572	10.72
	"El Paso County, TX"	"48141"	"White"	"2106-3"	544	130729	4.16
	"Fort Bend County, TX"	"48157"	"Asian or Pacific Islander"	"A-PI"	43	15895	2.71
	"Fort Bend County, TX"	"48157"	"Black or African American"	"2054-5"	140	18569	7.54
	"Fort Bend County, TX"	"48157"	"White"	"2106-3"	199	50074	3.97
	"Galveston County, TX"	"48167"	"Black or African American"	"2054-5"	52	5810	8.95
	"Galveston County, TX"	"48167"	"White"	"2106-3"	162	33609	4.82
	"Harris County, TX"	"48201"	"Asian or Pacific Islander"	"A-PI"	187	46507	4.02
	"Harris County, TX"	"48201"	"Black or African American"	"2054-5"	1452	140233	10.35
	"Harris County, TX"	"48201"	"White"	"2106-3"	2564	514707	4.98
	"Hidalgo County, TX"	"48215"	"White"	"2106-3"	783	161000	4.86
	"Jefferson County, TX"	"48245"	"Black or African American"	"2054-5"	163	13316	12.24
	"Jefferson County, TX"	"48245"	"White"	"2106-3"	119	20921	5.69
	"Lubbock County, TX"	"48303"	"Black or African American"	"2054-5"	10	1240	8.06 (Unreliable)
	"Lubbock County, TX"	"48303"	"White"	"2106-3"	43	10960	3.92
	"Montgomery County, TX"	"48339"	"Black or African American"	"2054-5"	29	3536	8.20
	"Montgomery County, TX"	"48339"	"White"	"2106-3"	322	60722	5.30
	"Nueces County, TX"	"48355"	"Black or African American"	"2054-5"	15	2030	7.39 (Unreliable)
	"Nueces County, TX"	"48355"	"White"	"2106-3"	244	45763	5.33
	"Tarrant County, TX"	"48439"	"Asian or Pacific Islander"	"A-PI"	96	15085	6.36
	"Tarrant County, TX"	"48439"	"Black or African American"	"2054-5"	592	48154	12.29
	"Tarrant County, TX"	"48439"	"White"	"2106-3"	1322	220356	6.00
	"Travis County, TX"	"48453"	"Asian or Pacific Islander"	"A-PI"	46	11521	3.99
	"Travis County, TX"	"48453"	"Black or African American"	"2054-5"	146	14228	10.26
	"Travis County, TX"	"48453"	"White"	"2106-3"	578	135017	4.28
	"Webb County, TX"	"48479"	"White"	"2106-3"	85	15967	5.32
	"Williamson County, TX"	"48491"	"Black or African American"	"2054-5"	15	1502	9.99 (Unreliable)
	"Williamson County, TX"	"48491"	"White"	"2106-3"	77	15999	4.81
	"Unidentified Counties, TX"	"48999"	"American Indian or Alaska Native"	"1002-5"	30	5230	5.74
	"Unidentified Counties, TX"	"48999"	"Asian or Pacific Islander"	"A-PI"	117	24529	4.77
	"Unidentified Counties, TX"	"48999"	"Black or African American"	"2054-5"	1120	106279	10.54
	"Unidentified Counties, TX"	"48999"	"White"	"2106-3"	5994	1049686	5.71
	"Davis County, UT"	"49011"	"White"	"2106-3"	72	16523	4.36
	"Salt Lake County, UT"	"49035"	"American Indian or Alaska Native"	"1002-5"	12	2132	5.63 (Unreliable)
	"Salt Lake County, UT"	"49035"	"Asian or Pacific Islander"	"A-PI"	67	10487	6.39
	"Salt Lake County, UT"	"49035"	"Black or African American"	"2054-5"	46	4381	10.50
	"Salt Lake County, UT"	"49035"	"White"	"2106-3"	828	165856	4.99
	"Utah County, UT"	"49049"	"Asian or Pacific Islander"	"A-PI"	20	3102	6.45
	"Utah County, UT"	"49049"	"White"	"2106-3"	532	115948	4.59
	"Unidentified Counties, UT"	"49999"	"American Indian or Alaska Native"	"1002-5"	23	4419	5.20
	"Unidentified Counties, UT"	"49999"	"Asian or Pacific Islander"	"A-PI"	32	3761	8.51
	"Unidentified Counties, UT"	"49999"	"Black or African American"	"2054-5"	20	1815	11.02
	"Unidentified Counties, UT"	"49999"	"White"	"2106-3"	984	192081	5.12
	"Unidentified Counties, VT"	"50999"	"White"	"2106-3"	268	58353	4.59
	"Chesterfield County, VA"	"51041"	"Asian or Pacific Islander"	"A-PI"	11	1414	7.78 (Unreliable)
	"Chesterfield County, VA"	"51041"	"Black or African American"	"2054-5"	72	8589	8.38
	"Chesterfield County, VA"	"51041"	"White"	"2106-3"	143	27504	5.20
	"Fairfax County, VA"	"51059"	"Asian or Pacific Islander"	"A-PI"	127	30539	4.16
	"Fairfax County, VA"	"51059"	"Black or African American"	"2054-5"	130	16840	7.72
	"Fairfax County, VA"	"51059"	"White"	"2106-3"	409	101403	4.03
	"Henrico County, VA"	"51087"	"Asian or Pacific Islander"	"A-PI"	18	4760	3.78 (Unreliable)
	"Henrico County, VA"	"51087"	"Black or African American"	"2054-5"	136	11635	11.69
	"Henrico County, VA"	"51087"	"White"	"2106-3"	111	23380	4.75
	"Loudoun County, VA"	"51107"	"Asian or Pacific Islander"	"A-PI"	14	3547	3.95 (Unreliable)
	"Loudoun County, VA"	"51107"	"Black or African American"	"2054-5"	10	1372	7.29 (Unreliable)
	"Loudoun County, VA"	"51107"	"White"	"2106-3"	31	10757	2.88
	"Prince William County, VA"	"51153"	"Asian or Pacific Islander"	"A-PI"	30	6473	4.63
	"Prince William County, VA"	"51153"	"Black or African American"	"2054-5"	145	14944	9.70
	"Prince William County, VA"	"51153"	"White"	"2106-3"	200	45848	4.36
	"Virginia Beach city, VA"	"51810"	"Asian or Pacific Islander"	"A-PI"	16	4436	3.61 (Unreliable)
	"Virginia Beach city, VA"	"51810"	"Black or African American"	"2054-5"	154	14636	10.52
	"Virginia Beach city, VA"	"51810"	"White"	"2106-3"	195	42735	4.56
	"Unidentified Counties, VA"	"51999"	"American Indian or Alaska Native"	"1002-5"	10	1268	7.89 (Unreliable)
	"Unidentified Counties, VA"	"51999"	"Asian or Pacific Islander"	"A-PI"	133	29683	4.48
	"Unidentified Counties, VA"	"51999"	"Black or African American"	"2054-5"	2089	164026	12.74
	"Unidentified Counties, VA"	"51999"	"White"	"2106-3"	2625	473962	5.54
	"Clark County, WA"	"53011"	"Asian or Pacific Islander"	"A-PI"	16	3592	4.45 (Unreliable)
	"Clark County, WA"	"53011"	"White"	"2106-3"	228	50214	4.54
	"King County, WA"	"53033"	"American Indian or Alaska Native"	"1002-5"	25	3174	7.88
	"King County, WA"	"53033"	"Asian or Pacific Islander"	"A-PI"	192	56320	3.41
	"King County, WA"	"53033"	"Black or African American"	"2054-5"	184	24881	7.40
	"King County, WA"	"53033"	"White"	"2106-3"	619	166857	3.71
	"Kitsap County, WA"	"53035"	"White"	"2106-3"	33	7835	4.21
	"Pierce County, WA"	"53053"	"American Indian or Alaska Native"	"1002-5"	19	2553	7.44 (Unreliable)
	"Pierce County, WA"	"53053"	"Asian or Pacific Islander"	"A-PI"	73	11801	6.19
	"Pierce County, WA"	"53053"	"Black or African American"	"2054-5"	110	11356	9.69
	"Pierce County, WA"	"53053"	"White"	"2106-3"	422	88185	4.79
	"Snohomish County, WA"	"53061"	"American Indian or Alaska Native"	"1002-5"	19	1885	10.08 (Unreliable)
	"Snohomish County, WA"	"53061"	"Asian or Pacific Islander"	"A-PI"	40	12318	3.25
	"Snohomish County, WA"	"53061"	"Black or African American"	"2054-5"	33	4308	7.66
	"Snohomish County, WA"	"53061"	"White"	"2106-3"	311	76012	4.09
	"Spokane County, WA"	"53063"	"American Indian or Alaska Native"	"1002-5"	16	1545	10.36 (Unreliable)
	"Spokane County, WA"	"53063"	"Asian or Pacific Islander"	"A-PI"	17	2527	6.73 (Unreliable)
	"Spokane County, WA"	"53063"	"Black or African American"	"2054-5"	10	1681	5.95 (Unreliable)
	"Spokane County, WA"	"53063"	"White"	"2106-3"	276	54314	5.08
	"Thurston County, WA"	"53067"	"White"	"2106-3"	37	7988	4.63
	"Unidentified Counties, WA"	"53999"	"American Indian or Alaska Native"	"1002-5"	109	12148	8.97
	"Unidentified Counties, WA"	"53999"	"Asian or Pacific Islander"	"A-PI"	48	11117	4.32
	"Unidentified Counties, WA"	"53999"	"Black or African American"	"2054-5"	56	6785	8.25
	"Unidentified Counties, WA"	"53999"	"White"	"2106-3"	1298	259917	4.99
	"Unidentified Counties, WV"	"54999"	"Black or African American"	"2054-5"	86	7796	11.03
	"Unidentified Counties, WV"	"54999"	"White"	"2106-3"	1408	196802	7.15
	"Dane County, WI"	"55025"	"Asian or Pacific Islander"	"A-PI"	24	5037	4.76
	"Dane County, WI"	"55025"	"Black or African American"	"2054-5"	77	5380	14.31
	"Dane County, WI"	"55025"	"White"	"2106-3"	223	50710	4.40
	"Milwaukee County, WI"	"55079"	"Asian or Pacific Islander"	"A-PI"	53	8604	6.16
	"Milwaukee County, WI"	"55079"	"Black or African American"	"2054-5"	731	52337	13.97
	"Milwaukee County, WI"	"55079"	"White"	"2106-3"	449	81577	5.50
	"Waukesha County, WI"	"55133"	"Asian or Pacific Islander"	"A-PI"	16	2267	7.06 (Unreliable)
	"Waukesha County, WI"	"55133"	"White"	"2106-3"	145	35565	4.08
	"Unidentified Counties, WI"	"55999"	"American Indian or Alaska Native"	"1002-5"	80	8968	8.92
	"Unidentified Counties, WI"	"55999"	"Asian or Pacific Islander"	"A-PI"	99	15572	6.36
	"Unidentified Counties, WI"	"55999"	"Black or African American"	"2054-5"	186	13585	13.69
	"Unidentified Counties, WI"	"55999"	"White"	"2106-3"	2106	404746	5.20
	"Unidentified Counties, WY"	"56999"	"American Indian or Alaska Native"	"1002-5"	31	3026	10.24
	"Unidentified Counties, WY"	"56999"	"Black or African American"	"2054-5"	10	1027	9.74 (Unreliable)
	"Unidentified Counties, WY"	"56999"	"White"	"2106-3"	417	71693	5.82
"---"
"Dataset: Linked Birth / Infant Death Records, 2007-2016"
"Query Parameters:"
"Group By: County; Race"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: Mar 5, 2019 10:54:00 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers of Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics (DVS). Linked Birth / Infant Death Records"
"2007-2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program, on CDC WONDER On-line Database. Accessed at http://wonder.cdc.gov/lbd-current.html on Mar 5, 2019 10:54:00 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"2. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"3. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
"5. County-level data are shown only for counties with populations of 250,000 persons or more. Data for all counties with fewer"
"than 250,000 persons within a state are combined together under the label ""Unidentified Counties."""
"6. Dade county, Florida (FIPS code 12025) was renamed Miami-Dade County (FIPS code 12086) effective November 13, 1997. The area"
"is coded to Miami-Dade (12086) after 2002 and Dade (12025) for earlier years in other linked-birth datasets."
"7. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore county (FIPS code 24005)."
"8. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis county (FIPS code 29189)."
"9. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"10. Kings county, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"11. New York county, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"12. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"13. Richmond county, New York (FIPS code 36085) represents Staten Island Borough, New York City."
"14. As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the data"
"for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because they did"
"not meet minimum population standards. Pinal County, AZ (04021); Marin County, CA (06041); Merced County, CA (06047); Placer"
"County, CA (06061); San Luis Obispo County, CA (06079); Douglas County, CO (08035); Weld County, CO (08123); Lake County, FL"
"(12069); Leon County, FL (12073); Osceola County, FL (12097); St. Lucie County, FL (12111); Chatham County, GA (13051); Clayton"
"County, GA (13063); Hamilton County, IN (18057); Howard County, MD (24027); Kalamazoo County, MI (26077); Ottawa County, MI"
"(26139); Greene County, MO (29077); Durham County, NC (37063); Cleveland County, OK (40027); Horry County, SC (45051); Lexington"
"County, SC (45063); Rutherford County, TN (47149); Bell County, TX (48027); Brazoria County, TX (48039); Lubbock County, TX"
"(48303); Webb County, TX (48479); Williamson County, TX (48491); Davis County, UT (49011); Loudoun County, VA (51107); Kitsap"
"County, WA (53035); Thurston County, WA (53067). <br/> After 2013 the data for the following counties was recoded to the"
"""Unidentified Counties"" category within the state of the county because they did not meet minimum population standards. Hinds"
"County, MS (28049); Mahoning County, OH (39099)."
