"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Non-Hispanic White"	"6"	"Other specified respiratory disorders"	"J98.8"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Respiratory disorder, unspecified"	"J98.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Ulcer of oesophagus"	"K22.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified diseases of oesophagus"	"K22.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified diseases of stomach and duodenum"	"K31.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute appendicitis, other and unspecified"	"K35.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene"	"K40.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unilateral or unspecified inguinal hernia, with gangrene"	"K40.4"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute vascular disorders of intestine"	"K55.0"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Vascular disorder of intestine, unspecified"	"K55.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intussusception"	"K56.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Volvulus"	"K56.2"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified intestinal obstruction"	"K56.6"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Ileus, unspecified"	"K56.7"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Perforation of intestine (nontraumatic)"	"K63.1"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Fistula of intestine"	"K63.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Peritonitis, unspecified"	"K65.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified disorders of peritoneum"	"K66.8"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute and subacute hepatic failure"	"K72.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hepatic failure, unspecified"	"K72.9"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hepatic fibrosis"	"K74.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Abscess of liver"	"K75.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Inflammatory liver disease, unspecified"	"K75.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Portal hypertension"	"K76.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified diseases of liver"	"K76.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Liver disease, unspecified"	"K76.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Obstruction of bile duct"	"K83.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute pancreatitis, unspecified"	"K85.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pruritus, unspecified"	"L29.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified necrotizing vasculopathies"	"M31.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Ischaemic infarction of muscle"	"M62.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Osteoporosis, unspecified"	"M81.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Osteomyelitis, unspecified"	"M86.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disorder of cartilage, unspecified"	"M94.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Nephrotic syndrome, unspecified"	"N04.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute tubulo-interstitial nephritis"	"N10"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other and unspecified hydronephrosis"	"N13.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Obstructive and reflux uropathy, unspecified"	"N13.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute renal failure with tubular necrosis"	"N17.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Acute renal failure, unspecified"	"N17.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified renal failure"	"N19"	16	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified disorders of kidney and ureter"	"N28.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Bladder-neck obstruction"	"N32.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Urinary tract infection, site not specified"	"N39.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	25	2094054	0.01
	"Non-Hispanic White"	"6"	"Newborn affected by maternal renal and urinary tract diseases"	"P00.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal infectious and parasitic diseases"	"P00.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other maternal circulatory and respiratory diseases"	"P00.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal nutritional disorders"	"P00.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal injury"	"P00.5"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other maternal conditions"	"P00.8"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by unspecified maternal condition"	"P00.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by incompetent cervix"	"P01.0"	127	2094054	0.06
	"Non-Hispanic White"	"6"	"Newborn affected by premature rupture of membranes"	"P01.1"	265	2094054	0.13
	"Non-Hispanic White"	"6"	"Newborn affected by oligohydramnios"	"P01.2"	40	2094054	0.02
	"Non-Hispanic White"	"6"	"Newborn affected by polyhydramnios"	"P01.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by multiple pregnancy"	"P01.5"	51	2094054	0.02
	"Non-Hispanic White"	"6"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	19	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by placenta praevia"	"P02.0"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	153	2094054	0.07
	"Non-Hispanic White"	"6"	"Newborn affected by other and unspecified morphological and functional abnormalities of placenta"	"P02.2"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by placental transfusion syndromes"	"P02.3"	36	2094054	0.02
	"Non-Hispanic White"	"6"	"Newborn affected by prolapsed cord"	"P02.4"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other compression of umbilical cord"	"P02.5"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other and unspecified conditions of umbilical cord"	"P02.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by chorioamnionitis"	"P02.7"	116	2094054	0.06
	"Non-Hispanic White"	"6"	"Newborn affected by breech delivery and extraction"	"P03.0"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other malpresentation, malposition and disproportion during labour and delivery"	"P03.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by delivery by vacuum extractor [ventouse]"	"P03.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by precipitate delivery"	"P03.5"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by abnormal uterine contractions"	"P03.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	30	2094054	0.01
	"Non-Hispanic White"	"6"	"Newborn affected by maternal use of tobacco"	"P04.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	16	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Newborn affected by maternal noxious influence, unspecified"	"P04.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Small for gestational age"	"P05.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Slow fetal growth, unspecified"	"P05.9"	31	2094054	0.01
	"Non-Hispanic White"	"6"	"Extremely low birth weight"	"P07.0"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Extreme immaturity"	"P07.2"	1052	2094054	0.50
	"Non-Hispanic White"	"6"	"Other preterm infants"	"P07.3"	293	2094054	0.14
	"Non-Hispanic White"	"6"	"Unspecified intracranial laceration and haemorrhage due to birth injury"	"P10.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified brain damage due to birth injury"	"P11.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Birth injury to central nervous system, unspecified"	"P11.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cephalhaematoma due to birth injury"	"P12.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Birth injury to liver"	"P15.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Birth injury, unspecified"	"P15.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intrauterine hypoxia first noted before onset of labour"	"P20.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intrauterine hypoxia, unspecified"	"P20.9"	79	2094054	0.04
	"Non-Hispanic White"	"6"	"Severe birth asphyxia"	"P21.0"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Birth asphyxia, unspecified"	"P21.9"	84	2094054	0.04
	"Non-Hispanic White"	"6"	"Respiratory distress syndrome of newborn"	"P22.0"	175	2094054	0.08
	"Non-Hispanic White"	"6"	"Respiratory distress of newborn, unspecified"	"P22.9"	20	2094054	0.01
	"Non-Hispanic White"	"6"	"Congenital pneumonia due to viral agent"	"P23.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital pneumonia due to staphylococcus"	"P23.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital pneumonia due to other bacterial agents"	"P23.6"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital pneumonia due to other organisms"	"P23.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital pneumonia, unspecified"	"P23.9"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal aspiration of meconium"	"P24.0"	22	2094054	0.01
	"Non-Hispanic White"	"6"	"Neonatal aspiration of amniotic fluid and mucus"	"P24.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal aspiration of milk and regurgitated food"	"P24.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Interstitial emphysema originating in the perinatal period"	"P25.0"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Pneumothorax originating in the perinatal period"	"P25.1"	26	2094054	0.01
	"Non-Hispanic White"	"6"	"Pneumomediastinum originating in the perinatal period"	"P25.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other conditions related to interstitial emphysema originating in the perinatal period"	"P25.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Massive pulmonary haemorrhage originating in the perinatal period"	"P26.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	76	2094054	0.04
	"Non-Hispanic White"	"6"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Other chronic respiratory diseases originating in the perinatal period"	"P27.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Primary atelectasis of newborn"	"P28.0"	122	2094054	0.06
	"Non-Hispanic White"	"6"	"Primary sleep apnoea of newborn"	"P28.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other apnoea of newborn"	"P28.4"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Respiratory failure of newborn"	"P28.5"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified respiratory conditions of newborn"	"P28.8"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Respiratory condition of newborn, unspecified"	"P28.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal cardiac failure"	"P29.0"	129	2094054	0.06
	"Non-Hispanic White"	"6"	"Neonatal cardiac dysrhythmia"	"P29.1"	151	2094054	0.07
	"Non-Hispanic White"	"6"	"Neonatal hypertension"	"P29.2"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Persistent fetal circulation"	"P29.3"	39	2094054	0.02
	"Non-Hispanic White"	"6"	"Other cardiovascular disorders originating in the perinatal period"	"P29.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital cytomegalovirus infection"	"P35.1"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital herpesviral [herpes simplex] infection"	"P35.2"	42	2094054	0.02
	"Non-Hispanic White"	"6"	"Other congenital viral diseases"	"P35.8"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sepsis of newborn due to streptococcus, group B"	"P36.0"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Sepsis of newborn due to other and unspecified streptococci"	"P36.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sepsis of newborn due to other and unspecified staphylococci"	"P36.3"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	22	2094054	0.01
	"Non-Hispanic White"	"6"	"Other bacterial sepsis of newborn"	"P36.8"	11	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	164	2094054	0.08
	"Non-Hispanic White"	"6"	"Neonatal (disseminated) listeriosis"	"P37.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal candidiasis"	"P37.5"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital infectious and parasitic diseases"	"P37.8"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Omphalitis of newborn with or without mild haemorrhage"	"P38"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal urinary tract infection"	"P39.3"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified infections specific to the perinatal period"	"P39.8"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Infection specific to the perinatal period, unspecified"	"P39.9"	16	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Fetal blood loss from vasa praevia"	"P50.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Haemorrhage into maternal circulation"	"P50.4"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Fetal blood loss, unspecified"	"P50.9"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Umbilical haemorrhage of newborn, unspecified"	"P51.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	100	2094054	0.05
	"Non-Hispanic White"	"6"	"Intracerebral (nontraumatic) haemorrhage of newborn"	"P52.4"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Subarachnoid (nontraumatic) haemorrhage of newborn"	"P52.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Cerebellar (nontraumatic) and posterior fossa haemorrhage of newborn"	"P52.6"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	34	2094054	0.02
	"Non-Hispanic White"	"6"	"Haemorrhagic disease of newborn"	"P53"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other neonatal gastrointestinal haemorrhage"	"P54.3"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified neonatal haemorrhages"	"P54.8"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal haemorrhage, unspecified"	"P54.9"	9	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Rh isoimmunization of newborn"	"P55.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Haemolytic disease of newborn, unspecified"	"P55.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hydrops fetalis due to isoimmunization"	"P56.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Kernicterus, unspecified"	"P57.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal jaundice from other and unspecified hepatocellular damage"	"P59.2"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Disseminated intravascular coagulation of newborn"	"P60"	26	2094054	0.01
	"Non-Hispanic White"	"6"	"Anaemia of prematurity"	"P61.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital anaemia from fetal blood loss"	"P61.3"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Other transient neonatal disorders of coagulation"	"P61.6"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Syndrome of infant of mother with gestational diabetes"	"P70.0"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Syndrome of infant of a diabetic mother"	"P70.1"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Meconium plug syndrome"	"P76.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Intestinal obstruction of newborn, unspecified"	"P76.9"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Necrotizing enterocolitis of newborn"	"P77"	124	2094054	0.06
	"Non-Hispanic White"	"6"	"Perinatal intestinal perforation"	"P78.0"	46	2094054	0.02
	"Non-Hispanic White"	"6"	"Other neonatal peritonitis"	"P78.1"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified perinatal digestive system disorders"	"P78.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	98	2094054	0.05
	"Non-Hispanic White"	"6"	"Other and unspecified oedema specific to newborn"	"P83.3"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Convulsions of newborn"	"P90"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal cerebral ischaemia"	"P91.0"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal cerebral leukomalacia"	"P91.2"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal cerebral depression"	"P91.4"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	113	2094054	0.05
	"Non-Hispanic White"	"6"	"Other specified disturbances of cerebral status of newborn"	"P91.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Feeding problem of newborn, unspecified"	"P92.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital hypotonia"	"P94.2"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital renal failure"	"P96.0"	8	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Neonatal withdrawal symptoms from maternal use of drugs of addiction"	"P96.1"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Termination of pregnancy, newborn"	"P96.4"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified conditions originating in the perinatal period"	"P96.8"	23	2094054	0.01
	"Non-Hispanic White"	"6"	"Condition originating in the perinatal period, unspecified"	"P96.9"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Anencephaly"	"Q00.0"	146	2094054	0.07
	"Non-Hispanic White"	"6"	"Occipital encephalocele"	"Q01.2"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Encephalocele, unspecified"	"Q01.9"	14	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Microcephaly"	"Q02"	17	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Malformations of aqueduct of Sylvius"	"Q03.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other congenital hydrocephalus"	"Q03.8"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital hydrocephalus, unspecified"	"Q03.9"	30	2094054	0.01
	"Non-Hispanic White"	"6"	"Congenital malformations of corpus callosum"	"Q04.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Holoprosencephaly"	"Q04.2"	44	2094054	0.02
	"Non-Hispanic White"	"6"	"Other reduction deformities of brain"	"Q04.3"	34	2094054	0.02
	"Non-Hispanic White"	"6"	"Megalencephaly"	"Q04.5"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital cerebral cysts"	"Q04.6"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of brain"	"Q04.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of brain, unspecified"	"Q04.9"	21	2094054	0.01
	"Non-Hispanic White"	"6"	"Spina bifida, unspecified"	"Q05.9"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Arnold-Chiari syndrome"	"Q07.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	7	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Common arterial trunk"	"Q20.0"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Double outlet right ventricle"	"Q20.1"	15	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Discordant ventriculoarterial connection"	"Q20.3"	12	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Double inlet ventricle"	"Q20.4"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Ventricular septal defect"	"Q21.0"	10	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atrial septal defect"	"Q21.1"	4	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Atrioventricular septal defect"	"Q21.2"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Tetralogy of Fallot"	"Q21.3"	34	2094054	0.02
	"Non-Hispanic White"	"6"	"Other congenital malformations of cardiac septa"	"Q21.8"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Pulmonary valve atresia"	"Q22.0"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital tricuspid stenosis"	"Q22.4"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Ebstein anomaly"	"Q22.5"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hypoplastic right heart syndrome"	"Q22.6"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of tricuspid valve, unspecified"	"Q22.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital stenosis of aortic valve"	"Q23.0"	13	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital mitral insufficiency"	"Q23.3"	3	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Hypoplastic left heart syndrome"	"Q23.4"	141	2094054	0.07
	"Non-Hispanic White"	"6"	"Congenital malformation of aortic and mitral valves, unspecified"	"Q23.9"	1	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Dextrocardia"	"Q24.0"	2	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Malformation of coronary vessels"	"Q24.5"	6	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital heart block"	"Q24.6"	5	2094054	0.00 (Unreliable)
	"Non-Hispanic White"	"6"	"Other specified congenital malformations of heart"	"Q24.8"	14	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Congenital malformation of heart, unspecified"	"Q24.9"	210	2094054	0.10
	"Non-Hispanic White"	"6"	"Patent ductus arteriosus"	"Q25.0"	16	2094054	0.01 (Unreliable)
	"Non-Hispanic White"	"6"	"Coarctation of aorta"	"Q25.1"	14	2094054	0.01 (Unreliable)
