LocationType,Location,Race,TimeFrame,DataFormat,Data
State,New Hampshire,Asian and Pacific Islander,1999,Percent,N.A.
State,New Hampshire,Black or African American,1999,Percent,N.A.
State,New Hampshire,Hispanic or Latino,1999,Percent,N.A.
State,New Hampshire,Non-Hispanic White,1999,Percent,N.A.
State,New Hampshire,Total,1999,Percent,0.062
State,New Hampshire,American Indian,2003,Percent,N.A.
State,New Hampshire,Asian and Pacific Islander,2003,Percent,N.A.
State,New Hampshire,Black or African American,2003,Percent,N.A.
State,New Hampshire,Hispanic or Latino,2003,Percent,N.A.
State,New Hampshire,Non-Hispanic White,2003,Percent,N.A.
State,New Hampshire,Total,2003,Percent,0.062
State,New Hampshire,American Indian,2002,Percent,N.A.
State,New Hampshire,Asian and Pacific Islander,2002,Percent,N.A.
State,New Hampshire,Black or African American,2002,Percent,N.A.
State,New Hampshire,Hispanic or Latino,2002,Percent,N.A.
State,New Hampshire,Non-Hispanic White,2002,Percent,N.A.
State,New Hampshire,Total,2002,Percent,0.063
State,New Hampshire,American Indian,2001,Percent,N.A.
State,New Hampshire,Asian and Pacific Islander,2001,Percent,N.A.
State,New Hampshire,Black or African American,2001,Percent,N.A.
State,New Hampshire,Hispanic or Latino,2001,Percent,N.A.
State,New Hampshire,Non-Hispanic White,2001,Percent,N.A.
State,New Hampshire,Total,2001,Percent,0.065
State,New Hampshire,American Indian,2004,Percent,S
State,New Hampshire,Asian and Pacific Islander,2004,Percent,0.056
State,New Hampshire,Black or African American,2004,Percent,S
State,New Hampshire,Hispanic or Latino,2004,Percent,0.063
State,New Hampshire,Non-Hispanic White,2004,Percent,0.068
State,New Hampshire,Total,2004,Percent,0.068
State,New Hampshire,American Indian,2004,Number,S
State,New Hampshire,Total,2004,Number,984
State,New Hampshire,Non-Hispanic White,2004,Number,882
State,New Hampshire,Hispanic or Latino,2004,Number,29
State,New Hampshire,Black or African American,2004,Number,S
State,New Hampshire,Asian and Pacific Islander,2004,Number,29
State,New Hampshire,American Indian,2005,Percent,S
State,New Hampshire,Asian and Pacific Islander,2005,Percent,0.102
State,New Hampshire,Black or African American,2005,Percent,0.113
State,New Hampshire,Hispanic or Latino,2005,Percent,0.075
State,New Hampshire,Non-Hispanic White,2005,Percent,0.068
State,New Hampshire,Total,2005,Percent,0.07
State,New Hampshire,American Indian,2005,Number,S
State,New Hampshire,Total,2005,Number,1001
State,New Hampshire,Non-Hispanic White,2005,Number,873
State,New Hampshire,Hispanic or Latino,2005,Number,39
State,New Hampshire,Black or African American,2005,Number,26
State,New Hampshire,Asian and Pacific Islander,2005,Number,60
State,New Hampshire,American Indian,2006,Percent,S
State,New Hampshire,Asian and Pacific Islander,2006,Percent,0.067
State,New Hampshire,Black or African American,2006,Percent,0.11
State,New Hampshire,Hispanic or Latino,2006,Percent,0.093
State,New Hampshire,Non-Hispanic White,2006,Percent,0.068
State,New Hampshire,Total,2006,Percent,0.069
State,New Hampshire,American Indian,2006,Number,S
State,New Hampshire,Total,2006,Number,994
State,New Hampshire,Non-Hispanic White,2006,Number,875
State,New Hampshire,Hispanic or Latino,2006,Number,54
State,New Hampshire,Black or African American,2006,Number,29
State,New Hampshire,Asian and Pacific Islander,2006,Number,36
State,New Hampshire,American Indian,2007,Number,S
State,New Hampshire,Total,2007,Number,888
State,New Hampshire,Non-Hispanic White,2007,Number,788
State,New Hampshire,Hispanic or Latino,2007,Number,36
State,New Hampshire,Black or African American,2007,Number,18
State,New Hampshire,Asian and Pacific Islander,2007,Number,42
State,New Hampshire,American Indian,2007,Percent,S
State,New Hampshire,Asian and Pacific Islander,2007,Percent,0.077
State,New Hampshire,Black or African American,2007,Percent,S
State,New Hampshire,Hispanic or Latino,2007,Percent,0.061
State,New Hampshire,Non-Hispanic White,2007,Percent,0.063
State,New Hampshire,Total,2007,Percent,0.063
State,New Hampshire,American Indian,2008,Percent,S
State,New Hampshire,Asian and Pacific Islander,2008,Percent,0.071
State,New Hampshire,Black or African American,2008,Percent,0.08
State,New Hampshire,Hispanic or Latino,2008,Percent,0.075
State,New Hampshire,Non-Hispanic White,2008,Percent,0.064
State,New Hampshire,Total,2008,Percent,0.065
State,New Hampshire,American Indian,2013,Percent,S
State,New Hampshire,Asian and Pacific Islander,2013,Percent,0.076
State,New Hampshire,Black or African American,2013,Percent,0.108
State,New Hampshire,Hispanic or Latino,2013,Percent,0.06
State,New Hampshire,Non-Hispanic White,2013,Percent,0.067
State,New Hampshire,Total,2013,Percent,0.068
State,New Hampshire,Total,2013,Number,841
State,New Hampshire,Non-Hispanic White,2013,Number,739
State,New Hampshire,Hispanic or Latino,2013,Number,31
State,New Hampshire,Black or African American,2013,Number,34
State,New Hampshire,Asian and Pacific Islander,2013,Number,37
State,New Hampshire,American Indian,2013,Number,S
State,New Hampshire,American Indian,2008,Number,S
State,New Hampshire,Total,2008,Number,890
State,New Hampshire,Non-Hispanic White,2008,Number,785
State,New Hampshire,Hispanic or Latino,2008,Number,41
State,New Hampshire,Black or African American,2008,Number,23
State,New Hampshire,Asian and Pacific Islander,2008,Number,39
State,New Hampshire,American Indian,2009,Percent,S
State,New Hampshire,Asian and Pacific Islander,2009,Percent,0.083
State,New Hampshire,Black or African American,2009,Percent,0.098
State,New Hampshire,Hispanic or Latino,2009,Percent,0.089
State,New Hampshire,Non-Hispanic White,2009,Percent,0.067
State,New Hampshire,Total,2009,Percent,0.069
State,New Hampshire,Non-Hispanic White,2009,Number,806
State,New Hampshire,Hispanic or Latino,2009,Number,49
State,New Hampshire,Black or African American,2009,Number,26
State,New Hampshire,Asian and Pacific Islander,2009,Number,48
State,New Hampshire,American Indian,2009,Number,S
State,New Hampshire,Total,2009,Number,925
State,New Hampshire,American Indian,2015,Percent,S
State,New Hampshire,Asian and Pacific Islander,2015,Percent,0.087
State,New Hampshire,Black or African American,2015,Percent,0.089
State,New Hampshire,Hispanic or Latino,2015,Percent,0.069
State,New Hampshire,Non-Hispanic White,2015,Percent,0.067
State,New Hampshire,Total,2015,Percent,0.069
State,New Hampshire,American Indian,2015,Number,S
State,New Hampshire,Asian and Pacific Islander,2015,Number,46
State,New Hampshire,Black or African American,2015,Number,25
State,New Hampshire,Hispanic or Latino,2015,Number,44
State,New Hampshire,Non-Hispanic White,2015,Number,732
State,New Hampshire,Total,2015,Number,852
State,New Hampshire,Total,2011,Number,911
State,New Hampshire,Non-Hispanic White,2011,Number,811
State,New Hampshire,Hispanic or Latino,2011,Number,41
State,New Hampshire,Black or African American,2011,Number,22
State,New Hampshire,Asian and Pacific Islander,2011,Number,31
State,New Hampshire,American Indian,2011,Number,S
State,New Hampshire,American Indian,2010,Percent,S
State,New Hampshire,Asian and Pacific Islander,2010,Percent,0.071
State,New Hampshire,Black or African American,2010,Percent,0.125
State,New Hampshire,Hispanic or Latino,2010,Percent,0.087
State,New Hampshire,Non-Hispanic White,2010,Percent,0.067
State,New Hampshire,Total,2010,Percent,0.069
State,New Hampshire,Non-Hispanic White,2010,Number,768
State,New Hampshire,Hispanic or Latino,2010,Number,46
State,New Hampshire,Black or African American,2010,Number,33
State,New Hampshire,Asian and Pacific Islander,2010,Number,38
State,New Hampshire,American Indian,2010,Number,S
State,New Hampshire,Total,2010,Number,881
State,New Hampshire,Total,2014,Number,852
State,New Hampshire,Non-Hispanic White,2014,Number,752
State,New Hampshire,Hispanic or Latino,2014,Number,43
State,New Hampshire,Black or African American,2014,Number,20
State,New Hampshire,Asian and Pacific Islander,2014,Number,37
State,New Hampshire,American Indian,2014,Number,S
State,New Hampshire,Non-Hispanic White,2012,Number,786
State,New Hampshire,Hispanic or Latino,2012,Number,45
State,New Hampshire,Black or African American,2012,Number,27
State,New Hampshire,Asian and Pacific Islander,2012,Number,42
State,New Hampshire,American Indian,2012,Number,S
State,New Hampshire,Total,2012,Number,898
State,New Hampshire,American Indian,2011,Percent,S
State,New Hampshire,Asian and Pacific Islander,2011,Percent,0.06
State,New Hampshire,Black or African American,2011,Percent,0.077
State,New Hampshire,Hispanic or Latino,2011,Percent,0.076
State,New Hampshire,Non-Hispanic White,2011,Percent,0.071
State,New Hampshire,Total,2011,Percent,0.071
State,New Hampshire,American Indian,2012,Percent,S
State,New Hampshire,Asian and Pacific Islander,2012,Percent,0.086
State,New Hampshire,Black or African American,2012,Percent,0.086
State,New Hampshire,Hispanic or Latino,2012,Percent,0.081
State,New Hampshire,Non-Hispanic White,2012,Percent,0.072
State,New Hampshire,Total,2012,Percent,0.073
State,New Hampshire,American Indian,2014,Percent,S
State,New Hampshire,Asian and Pacific Islander,2014,Percent,0.07
State,New Hampshire,Black or African American,2014,Percent,0.077
State,New Hampshire,Hispanic or Latino,2014,Percent,0.073
State,New Hampshire,Non-Hispanic White,2014,Percent,0.069
State,New Hampshire,Total,2014,Percent,0.069
State,New Jersey,American Indian,2014,Percent,0.109
State,New Jersey,Asian and Pacific Islander,2014,Percent,0.086
State,New Jersey,Black or African American,2014,Percent,0.115
State,New Jersey,Hispanic or Latino,2014,Percent,0.074
State,New Jersey,Non-Hispanic White,2014,Percent,0.068
State,New Jersey,Total,2014,Percent,0.081
State,New Jersey,American Indian,2012,Percent,0.115
State,New Jersey,Asian and Pacific Islander,2012,Percent,0.089
State,New Jersey,Black or African American,2012,Percent,0.116
State,New Jersey,Hispanic or Latino,2012,Percent,0.071
State,New Jersey,Non-Hispanic White,2012,Percent,0.072
State,New Jersey,Total,2012,Percent,0.082
State,New Jersey,American Indian,2011,Percent,S
State,New Jersey,Asian and Pacific Islander,2011,Percent,0.091
State,New Jersey,Black or African American,2011,Percent,0.118
State,New Jersey,Hispanic or Latino,2011,Percent,0.077
State,New Jersey,Non-Hispanic White,2011,Percent,0.076
State,New Jersey,Total,2011,Percent,0.085
State,New Jersey,American Indian,2012,Number,21
State,New Jersey,Total,2012,Number,8534
State,New Jersey,Non-Hispanic White,2012,Number,3451
State,New Jersey,Hispanic or Latino,2012,Number,1963
State,New Jersey,Black or African American,2012,Number,2257
State,New Jersey,Asian and Pacific Islander,2012,Number,1089
State,New Jersey,Total,2014,Number,8315
State,New Jersey,Non-Hispanic White,2014,Number,3298
State,New Jersey,Hispanic or Latino,2014,Number,2005
State,New Jersey,Black or African American,2014,Number,2319
State,New Jersey,Asian and Pacific Islander,2014,Number,1032
State,New Jersey,American Indian,2014,Number,21
State,New Jersey,American Indian,2010,Number,25
State,New Jersey,Total,2010,Number,8814
State,New Jersey,Non-Hispanic White,2010,Number,3591
State,New Jersey,Hispanic or Latino,2010,Number,2014
State,New Jersey,Black or African American,2010,Number,2307
State,New Jersey,Asian and Pacific Islander,2010,Number,1095
State,New Jersey,American Indian,2010,Percent,0.106
State,New Jersey,Asian and Pacific Islander,2010,Percent,0.094
State,New Jersey,Black or African American,2010,Percent,0.119
State,New Jersey,Hispanic or Latino,2010,Percent,0.072
State,New Jersey,Non-Hispanic White,2010,Percent,0.071
State,New Jersey,Total,2010,Percent,0.082
State,New Jersey,Total,2011,Number,9005
State,New Jersey,Non-Hispanic White,2011,Number,3765
State,New Jersey,Hispanic or Latino,2011,Number,2145
State,New Jersey,Black or African American,2011,Number,2278
State,New Jersey,Asian and Pacific Islander,2011,Number,1082
State,New Jersey,American Indian,2011,Number,11
State,New Jersey,American Indian,2015,Number,11
State,New Jersey,Asian and Pacific Islander,2015,Number,1074
State,New Jersey,Black or African American,2015,Number,2174
State,New Jersey,Hispanic or Latino,2015,Number,2141
State,New Jersey,Non-Hispanic White,2015,Number,3220
State,New Jersey,Total,2015,Number,8345
State,New Jersey,American Indian,2015,Percent,S
State,New Jersey,Asian and Pacific Islander,2015,Percent,0.088
State,New Jersey,Black or African American,2015,Percent,0.118
State,New Jersey,Hispanic or Latino,2015,Percent,0.077
State,New Jersey,Non-Hispanic White,2015,Percent,0.068
State,New Jersey,Total,2015,Percent,0.081
State,New Jersey,American Indian,2009,Number,12
State,New Jersey,Total,2009,Number,9137
State,New Jersey,Non-Hispanic White,2009,Number,3767
State,New Jersey,Hispanic or Latino,2009,Number,2069
State,New Jersey,Black or African American,2009,Number,2507
State,New Jersey,Asian and Pacific Islander,2009,Number,1007
State,New Jersey,American Indian,2009,Percent,S
State,New Jersey,Asian and Pacific Islander,2009,Percent,0.086
State,New Jersey,Black or African American,2009,Percent,0.123
State,New Jersey,Hispanic or Latino,2009,Percent,0.071
State,New Jersey,Non-Hispanic White,2009,Percent,0.072
State,New Jersey,Total,2009,Percent,0.083
State,New Jersey,Non-Hispanic White,2008,Number,3963
State,New Jersey,Hispanic or Latino,2008,Number,2224
State,New Jersey,Black or African American,2008,Number,2527
State,New Jersey,Asian and Pacific Islander,2008,Number,1028
State,New Jersey,American Indian,2008,Number,11
State,New Jersey,Total,2008,Number,9515
State,New Jersey,Total,2013,Number,8469
State,New Jersey,Non-Hispanic White,2013,Number,3354
State,New Jersey,Hispanic or Latino,2013,Number,2038
State,New Jersey,Black or African American,2013,Number,2266
State,New Jersey,Asian and Pacific Islander,2013,Number,1088
State,New Jersey,American Indian,2013,Number,27
State,New Jersey,American Indian,2013,Percent,0.138
State,New Jersey,Asian and Pacific Islander,2013,Percent,0.095
State,New Jersey,Black or African American,2013,Percent,0.119
State,New Jersey,Hispanic or Latino,2013,Percent,0.075
State,New Jersey,Non-Hispanic White,2013,Percent,0.07
State,New Jersey,Total,2013,Percent,0.083
State,New Jersey,American Indian,2008,Percent,S
State,New Jersey,Asian and Pacific Islander,2008,Percent,0.085
State,New Jersey,Black or African American,2008,Percent,0.122
State,New Jersey,Hispanic or Latino,2008,Percent,0.076
State,New Jersey,Non-Hispanic White,2008,Percent,0.074
State,New Jersey,Total,2008,Percent,0.084
State,New Jersey,American Indian,2007,Percent,0.132
State,New Jersey,Asian and Pacific Islander,2007,Percent,0.084
State,New Jersey,Black or African American,2007,Percent,0.127
State,New Jersey,Hispanic or Latino,2007,Percent,0.075
State,New Jersey,Non-Hispanic White,2007,Percent,0.074
State,New Jersey,Total,2007,Percent,0.085
State,New Jersey,Non-Hispanic White,2007,Number,4182
State,New Jersey,Hispanic or Latino,2007,Number,2260
State,New Jersey,Black or African American,2007,Number,2688
State,New Jersey,Asian and Pacific Islander,2007,Number,990
State,New Jersey,American Indian,2007,Number,25
State,New Jersey,Total,2007,Number,9850
State,New Jersey,Non-Hispanic White,2006,Number,4241
State,New Jersey,Hispanic or Latino,2006,Number,2197
State,New Jersey,Black or African American,2006,Number,2745
State,New Jersey,Asian and Pacific Islander,2006,Number,966
State,New Jersey,American Indian,2006,Number,17
State,New Jersey,Total,2006,Number,9882
State,New Jersey,American Indian,2006,Percent,S
State,New Jersey,Asian and Pacific Islander,2006,Percent,0.086
State,New Jersey,Black or African American,2006,Percent,0.131
State,New Jersey,Hispanic or Latino,2006,Percent,0.075
State,New Jersey,Non-Hispanic White,2006,Percent,0.074
State,New Jersey,Total,2006,Percent,0.086
State,New Jersey,Total,2005,Number,9313
State,New Jersey,Non-Hispanic White,2005,Number,4107
State,New Jersey,Hispanic or Latino,2005,Number,2030
State,New Jersey,Black or African American,2005,Number,2499
State,New Jersey,Asian and Pacific Islander,2005,Number,915
State,New Jersey,American Indian,2005,Number,15
State,New Jersey,American Indian,2005,Percent,S
State,New Jersey,Asian and Pacific Islander,2005,Percent,0.084
State,New Jersey,Black or African American,2005,Percent,0.125
State,New Jersey,Hispanic or Latino,2005,Percent,0.073
State,New Jersey,Non-Hispanic White,2005,Percent,0.071
State,New Jersey,Total,2005,Percent,0.082
State,New Jersey,Non-Hispanic White,2004,Number,4322
State,New Jersey,Hispanic or Latino,2004,Number,1980
State,New Jersey,Black or African American,2004,Number,2553
State,New Jersey,Asian and Pacific Islander,2004,Number,884
State,New Jersey,American Indian,2004,Number,S
State,New Jersey,Total,2004,Number,9528
State,New Jersey,American Indian,2004,Percent,S
State,New Jersey,Asian and Pacific Islander,2004,Percent,0.081
State,New Jersey,Black or African American,2004,Percent,0.129
State,New Jersey,Hispanic or Latino,2004,Percent,0.072
State,New Jersey,Non-Hispanic White,2004,Percent,0.072
State,New Jersey,Total,2004,Percent,0.083
State,New Jersey,American Indian,2001,Percent,N.A.
State,New Jersey,Asian and Pacific Islander,2001,Percent,N.A.
State,New Jersey,Black or African American,2001,Percent,N.A.
State,New Jersey,Hispanic or Latino,2001,Percent,N.A.
State,New Jersey,Non-Hispanic White,2001,Percent,N.A.
State,New Jersey,Total,2001,Percent,0.079
State,New Jersey,American Indian,2002,Percent,N.A.
State,New Jersey,Asian and Pacific Islander,2002,Percent,N.A.
State,New Jersey,Black or African American,2002,Percent,N.A.
State,New Jersey,Hispanic or Latino,2002,Percent,N.A.
State,New Jersey,Non-Hispanic White,2002,Percent,N.A.
State,New Jersey,Total,2002,Percent,0.08
State,New Jersey,American Indian,2003,Percent,N.A.
State,New Jersey,Asian and Pacific Islander,2003,Percent,N.A.
State,New Jersey,Black or African American,2003,Percent,N.A.
State,New Jersey,Hispanic or Latino,2003,Percent,N.A.
State,New Jersey,Non-Hispanic White,2003,Percent,N.A.
State,New Jersey,Total,2003,Percent,0.081
State,New Jersey,American Indian,1999,Percent,N.A.
State,New Jersey,Asian and Pacific Islander,1999,Percent,N.A.
State,New Jersey,Black or African American,1999,Percent,N.A.
State,New Jersey,Hispanic or Latino,1999,Percent,N.A.
State,New Jersey,Non-Hispanic White,1999,Percent,N.A.
State,New Jersey,Total,1999,Percent,0.082
State,New Jersey,American Indian,2000,Percent,N.A.
State,New Jersey,Asian and Pacific Islander,2000,Percent,N.A.
State,New Jersey,Black or African American,2000,Percent,N.A.
State,New Jersey,Hispanic or Latino,2000,Percent,N.A.
State,New Jersey,Non-Hispanic White,2000,Percent,N.A.
State,New Jersey,Total,2000,Percent,0.077
State,New Mexico,American Indian,2000,Percent,N.A.
State,New Mexico,Asian and Pacific Islander,2000,Percent,N.A.
State,New Mexico,Black or African American,2000,Percent,N.A.
State,New Mexico,Hispanic or Latino,2000,Percent,N.A.
State,New Mexico,Non-Hispanic White,2000,Percent,N.A.
State,New Mexico,Total,2000,Percent,0.08
State,New Mexico,American Indian,1999,Percent,N.A.
State,New Mexico,Asian and Pacific Islander,1999,Percent,N.A.
State,New Mexico,Black or African American,1999,Percent,N.A.
State,New Mexico,Hispanic or Latino,1999,Percent,N.A.
State,New Mexico,Non-Hispanic White,1999,Percent,N.A.
State,New Mexico,Total,1999,Percent,0.077
State,New Mexico,American Indian,2002,Percent,N.A.
State,New Mexico,Asian and Pacific Islander,2002,Percent,N.A.
State,New Mexico,Black or African American,2002,Percent,N.A.
State,New Mexico,Hispanic or Latino,2002,Percent,N.A.
State,New Mexico,Non-Hispanic White,2002,Percent,N.A.
State,New Mexico,Total,2002,Percent,0.08
State,New Mexico,American Indian,2001,Percent,N.A.
State,New Mexico,Asian and Pacific Islander,2001,Percent,N.A.
State,New Mexico,Black or African American,2001,Percent,N.A.
State,New Mexico,Hispanic or Latino,2001,Percent,N.A.
State,New Mexico,Non-Hispanic White,2001,Percent,N.A.
State,New Mexico,Total,2001,Percent,0.079
State,New Mexico,American Indian,2004,Percent,0.073
State,New Mexico,Asian and Pacific Islander,2004,Percent,0.09
State,New Mexico,Black or African American,2004,Percent,0.135
State,New Mexico,Hispanic or Latino,2004,Percent,0.082
State,New Mexico,Non-Hispanic White,2004,Percent,0.08
State,New Mexico,Total,2004,Percent,0.081
State,New Mexico,American Indian,2003,Percent,N.A.
State,New Mexico,Asian and Pacific Islander,2003,Percent,N.A.
State,New Mexico,Black or African American,2003,Percent,N.A.
State,New Mexico,Hispanic or Latino,2003,Percent,N.A.
State,New Mexico,Non-Hispanic White,2003,Percent,N.A.
State,New Mexico,Total,2003,Percent,0.085
State,New Mexico,American Indian,2004,Number,265
State,New Mexico,Total,2004,Number,2306
State,New Mexico,Non-Hispanic White,2004,Number,708
State,New Mexico,Hispanic or Latino,2004,Number,1243
State,New Mexico,Black or African American,2004,Number,68
State,New Mexico,Asian and Pacific Islander,2004,Number,37
State,New Mexico,American Indian,2005,Percent,0.076
State,New Mexico,Asian and Pacific Islander,2005,Percent,0.098
State,New Mexico,Black or African American,2005,Percent,0.147
State,New Mexico,Hispanic or Latino,2005,Percent,0.084
State,New Mexico,Non-Hispanic White,2005,Percent,0.088
State,New Mexico,Total,2005,Percent,0.085
State,New Mexico,Total,2005,Number,2460
State,New Mexico,Non-Hispanic White,2005,Number,741
State,New Mexico,Hispanic or Latino,2005,Number,1334
State,New Mexico,Black or African American,2005,Number,79
State,New Mexico,Asian and Pacific Islander,2005,Number,45
State,New Mexico,American Indian,2005,Number,281
State,New Mexico,American Indian,2006,Percent,0.079
State,New Mexico,Asian and Pacific Islander,2006,Percent,0.095
State,New Mexico,Black or African American,2006,Percent,0.139
State,New Mexico,Hispanic or Latino,2006,Percent,0.091
State,New Mexico,Non-Hispanic White,2006,Percent,0.087
State,New Mexico,Total,2006,Percent,0.089
State,New Mexico,American Indian,2006,Number,312
State,New Mexico,Total,2006,Number,2668
State,New Mexico,Non-Hispanic White,2006,Number,744
State,New Mexico,Hispanic or Latino,2006,Number,1499
State,New Mexico,Black or African American,2006,Number,83
State,New Mexico,Asian and Pacific Islander,2006,Number,52
State,New Mexico,American Indian,2007,Number,317
State,New Mexico,Total,2007,Number,2668
State,New Mexico,Non-Hispanic White,2007,Number,761
State,New Mexico,Hispanic or Latino,2007,Number,1470
State,New Mexico,Black or African American,2007,Number,91
State,New Mexico,Asian and Pacific Islander,2007,Number,47
State,New Mexico,American Indian,2007,Percent,0.081
State,New Mexico,Asian and Pacific Islander,2007,Percent,0.09
State,New Mexico,Black or African American,2007,Percent,0.144
State,New Mexico,Hispanic or Latino,2007,Percent,0.087
State,New Mexico,Non-Hispanic White,2007,Percent,0.087
State,New Mexico,Total,2007,Percent,0.087
State,New Mexico,American Indian,2008,Percent,0.068
State,New Mexico,Asian and Pacific Islander,2008,Percent,0.089
State,New Mexico,Black or African American,2008,Percent,0.119
State,New Mexico,Hispanic or Latino,2008,Percent,0.087
State,New Mexico,Non-Hispanic White,2008,Percent,0.082
State,New Mexico,Total,2008,Percent,0.085
State,New Mexico,American Indian,2013,Percent,0.072
State,New Mexico,Asian and Pacific Islander,2013,Percent,0.1
State,New Mexico,Black or African American,2013,Percent,0.127
State,New Mexico,Hispanic or Latino,2013,Percent,0.09
State,New Mexico,Non-Hispanic White,2013,Percent,0.089
State,New Mexico,Total,2013,Percent,0.089
State,New Mexico,Total,2013,Number,2333
State,New Mexico,Non-Hispanic White,2013,Number,660
State,New Mexico,Hispanic or Latino,2013,Number,1291
State,New Mexico,Black or African American,2013,Number,85
State,New Mexico,Asian and Pacific Islander,2013,Number,59
State,New Mexico,American Indian,2013,Number,271
State,New Mexico,American Indian,2008,Number,274
State,New Mexico,Total,2008,Number,2547
State,New Mexico,Non-Hispanic White,2008,Number,698
State,New Mexico,Hispanic or Latino,2008,Number,1466
State,New Mexico,Black or African American,2008,Number,75
State,New Mexico,Asian and Pacific Islander,2008,Number,48
State,New Mexico,American Indian,2009,Percent,0.078
State,New Mexico,Asian and Pacific Islander,2009,Percent,0.089
State,New Mexico,Black or African American,2009,Percent,0.171
State,New Mexico,Hispanic or Latino,2009,Percent,0.084
State,New Mexico,Non-Hispanic White,2009,Percent,0.078
State,New Mexico,Total,2009,Percent,0.083
State,New Mexico,Total,2009,Number,2416
State,New Mexico,Non-Hispanic White,2009,Number,627
State,New Mexico,Hispanic or Latino,2009,Number,1357
State,New Mexico,Black or African American,2009,Number,111
State,New Mexico,Asian and Pacific Islander,2009,Number,44
State,New Mexico,American Indian,2009,Number,310
State,New Mexico,American Indian,2015,Percent,0.076
State,New Mexico,Asian and Pacific Islander,2015,Percent,0.093
State,New Mexico,Black or African American,2015,Percent,0.131
State,New Mexico,Hispanic or Latino,2015,Percent,0.089
State,New Mexico,Non-Hispanic White,2015,Percent,0.085
State,New Mexico,Total,2015,Percent,0.087
State,New Mexico,American Indian,2015,Number,262
State,New Mexico,Asian and Pacific Islander,2015,Number,48
State,New Mexico,Black or African American,2015,Number,87
State,New Mexico,Hispanic or Latino,2015,Number,1275
State,New Mexico,Non-Hispanic White,2015,Number,605
State,New Mexico,Total,2015,Number,2244
State,New Mexico,American Indian,2010,Percent,0.076
State,New Mexico,Asian and Pacific Islander,2010,Percent,0.113
State,New Mexico,Black or African American,2010,Percent,0.129
State,New Mexico,Hispanic or Latino,2010,Percent,0.085
State,New Mexico,Non-Hispanic White,2010,Percent,0.092
State,New Mexico,Total,2010,Percent,0.087
State,New Mexico,Total,2010,Number,2427
State,New Mexico,Non-Hispanic White,2010,Number,719
State,New Mexico,Hispanic or Latino,2010,Number,1317
State,New Mexico,Black or African American,2010,Number,80
State,New Mexico,Asian and Pacific Islander,2010,Number,61
State,New Mexico,American Indian,2010,Number,280
State,New Mexico,Total,2014,Number,2282
State,New Mexico,Non-Hispanic White,2014,Number,584
State,New Mexico,Hispanic or Latino,2014,Number,1277
State,New Mexico,Black or African American,2014,Number,100
State,New Mexico,Asian and Pacific Islander,2014,Number,53
State,New Mexico,American Indian,2014,Number,314
State,New Mexico,Non-Hispanic White,2012,Number,635
State,New Mexico,Hispanic or Latino,2012,Number,1314
State,New Mexico,Black or African American,2012,Number,82
State,New Mexico,Asian and Pacific Islander,2012,Number,72
State,New Mexico,American Indian,2012,Number,306
State,New Mexico,Total,2012,Number,2381
State,New Mexico,American Indian,2011,Percent,0.08
State,New Mexico,Asian and Pacific Islander,2011,Percent,0.099
State,New Mexico,Black or African American,2011,Percent,0.124
State,New Mexico,Hispanic or Latino,2011,Percent,0.091
State,New Mexico,Non-Hispanic White,2011,Percent,0.081
State,New Mexico,Total,2011,Percent,0.088
State,New Mexico,Total,2011,Number,2385
State,New Mexico,Non-Hispanic White,2011,Number,627
State,New Mexico,Hispanic or Latino,2011,Number,1363
State,New Mexico,Black or African American,2011,Number,78
State,New Mexico,Asian and Pacific Islander,2011,Number,52
State,New Mexico,American Indian,2011,Number,288
State,New Mexico,American Indian,2012,Percent,0.084
State,New Mexico,Asian and Pacific Islander,2012,Percent,0.128
State,New Mexico,Black or African American,2012,Percent,0.13
State,New Mexico,Hispanic or Latino,2012,Percent,0.089
State,New Mexico,Non-Hispanic White,2012,Percent,0.083
State,New Mexico,Total,2012,Percent,0.088
State,New Mexico,American Indian,2014,Percent,0.088
State,New Mexico,Asian and Pacific Islander,2014,Percent,0.092
State,New Mexico,Black or African American,2014,Percent,0.137
State,New Mexico,Hispanic or Latino,2014,Percent,0.089
State,New Mexico,Non-Hispanic White,2014,Percent,0.081
State,New Mexico,Total,2014,Percent,0.088
State,New York,American Indian,2014,Percent,0.071
State,New York,Asian and Pacific Islander,2014,Percent,0.08
State,New York,Black or African American,2014,Percent,0.113
State,New York,Hispanic or Latino,2014,Percent,0.077
State,New York,Non-Hispanic White,2014,Percent,0.066
State,New York,Total,2014,Percent,0.079
State,New York,American Indian,2012,Percent,0.069
State,New York,Asian and Pacific Islander,2012,Percent,0.078
State,New York,Black or African American,2012,Percent,0.114
State,New York,Hispanic or Latino,2012,Percent,0.076
State,New York,Non-Hispanic White,2012,Percent,0.066
State,New York,Total,2012,Percent,0.079
State,New York,American Indian,2011,Percent,0.068
State,New York,Asian and Pacific Islander,2011,Percent,0.082
State,New York,Black or African American,2011,Percent,0.117
State,New York,Hispanic or Latino,2011,Percent,0.076
State,New York,Non-Hispanic White,2011,Percent,0.069
State,New York,Total,2011,Percent,0.081
State,New York,American Indian,2012,Number,74
State,New York,Total,2012,Number,19074
State,New York,Non-Hispanic White,2012,Number,7718
State,New York,Hispanic or Latino,2012,Number,4249
State,New York,Black or African American,2012,Number,5608
State,New York,Asian and Pacific Islander,2012,Number,2107
State,New York,Total,2014,Number,18722
State,New York,Non-Hispanic White,2014,Number,7621
